domain_url,contacts,socials,category,tagline_or_description,logo_url,state,shopify_score,india_score
https://blingqueen.in,"{""emails"": [""support@blingqueen.in""], ""phones"": []}","{""instagram"": ""https://instagram.com/blingqueen_shop"", ""facebook"": ""https://facebook.com/blingqueenshop"", ""twitter"": ""https://x.com/blingqueenshop"", ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCoEmrMl-S6ntMy-RPJ5D5bA""}",Jewellery,"Shop fashion jewellery online in India at Bling Queen. Discover stylish women’s and men’s jewellery, artificial jewellery, imitation jewellery, necklaces, chains, bracelets, bangles, earrings, rings, belts and gifting picks for everyday wear and special occasions. Enjoy elegant designs with free delivery on all orders.",https://blingqueen.in/cdn/shop/files/Bling_Queen_-_High_Res_Logo_-_PNG_200x.png?v=1632370973,Tamil Nadu,11,16
https://blousewaali.com,"{""emails"": [""rj.rj577@gmail.com"", ""sonalisareepalace1@gmail.com""], ""phones"": [""+918530809167""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,"At Sonali Saree Palace, we are always happy to assist our customers. Whether you have questions about our sarees, readymade blouses, saree shapewear, nightwear, or petticoats, our team is here to help. Feel free to reach out to us for product inquiries, order assistance, or store information. We believe in providing ex",https://blousewaali.com/cdn/shop/files/E3A857_3_1.png?v=1780662918&width=500,Maharashtra,12,14
https://blumark.in,"{""emails"": [""admin@blumark.in"", ""cc.blumark@gmail.com""], ""phones"": [""+919529384771""]}","{""instagram"": ""https://instagram.com/blumark_for_health"", ""facebook"": ""https://facebook.com/blumarkfoods"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@blumarkfoods""}",Health & Wellness,"BluMark is the brand of Lowest Cereal Based G.I. Foods, also Ensuring Total Health; Our foods perfectly fit in the Daily Indian Meal Habits.",https://www.blumark.in/cdn/shop/files/h100.webp?v=1742479067&width=500,Maharashtra,12,15
https://bmsnaturals.com,"{""emails"": [""care@bmsnaturals.org""], ""phones"": [""+917860202021"", ""+919219807168""]}","{""instagram"": ""https://instagram.com/bmsnaturals.official"", ""facebook"": ""https://facebook.com/bmsnaturalsofficial"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Buy 100% natural, farm-fresh foods from BMS Naturals. Shop cold-pressed oils, spices, flours, pulses, honey, jaggery, and healthy groceries sourced directly from Indian Farmer Producer Organizations (FPOs).",https://bmsnaturals.com/cdn/shop/files/bms-logo-white.png?v=1785751859&width=500,Uttar Pradesh,12,14
https://boenjoygifts.com,"{""emails"": [""boenjoygiftsonline@gmail.com""], ""phones"": [""+911244016582"", ""+917290002501"", ""+919899665844""]}","{""instagram"": ""https://instagram.com/boenjoygifts"", ""facebook"": ""https://facebook.com/BoenjoyGifts"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@boenjoygifts""}",Stationery,"Shop premium home decor, personalized gifts, and lifestyle products at Boenjoy Gifts. Unique designs, fast delivery & best prices. Order now!",https://boenjoygifts.com/cdn/shop/files/logo.png?v=1738156904&width=500,Haryana,12,14
https://bohrashoes.online,"{""emails"": [""bohrashoes5253@gmail.com"", ""bohrashoes53@gmail.com""], ""phones"": [""+916367686453"", ""+917014760761"", ""+918696245253""]}","{""instagram"": ""https://instagram.com/bohrashoes53"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Footwear,Discover our handpicked selection,https://bohrashoes.online/cdn/shop/files/ChatGPT_Image_Nov_15__2025__05_12_04_PM-removebg-preview.png?v=1763207355&width=500,Punjab,12,14
https://boldfit.com,"{""emails"": [], ""phones"": [""+917022398012"", ""+919187201763""]}","{""instagram"": ""https://instagram.com/boldfit_official"", ""facebook"": null, ""twitter"": ""https://x.com/Boldfit_India"", ""linkedin"": ""https://linkedin.com/company/68580728/admin"", ""youtube"": ""https://youtube.com/@boldfitofficial""}",Footwear,We've got all thee sports you need,https://www.boldfit.com/cdn/shop/files/The_Flex_white-01.png?v=1761127506&width=1200,,11,4
https://bombayantiques.com,"{""emails"": [""info@bombayantiques.com""], ""phones"": [""+919324933345""]}","{""instagram"": ""https://instagram.com/bombayantiques"", ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCxewXnFnCLzH6wE0ER9wRaw""}",Furniture,"Looking for antique home decor? Find brass kalash, old brass items, bronze kalash, antique brass vase, modak patra, vintage collectibles and more. Shop now!",https://bombayantiques.com/cdn/shop/files/ChatGPT_Image_Jul_27_2026_11_21_03_PM.png?v=1785174787&width=500,Maharashtra,12,13
https://bombayfromagerie.com,"{""emails"": [""bombayfromagerie@gmail.com"", ""vishal@trippygoatcafe.com""], ""phones"": [""+919137004399"", ""+919731655707""]}","{""instagram"": ""https://instagram.com/bombayfromagerie"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@BombayFromagerie""}",Jewellery,Manchego Style Cheese - 150 gms,https://bombayfromagerie.com/cdn/shop/files/Bombay_fromagerie_Rectangle_Sticker_Landscape_1.png?v=1705831164&width=500,Maharashtra,12,10
https://boneinlayfurnitures.com,"{""emails"": [""info@boneinlayfurnitures.com""], ""phones"": [""+14243008343"", ""+919660891062""]}","{""instagram"": ""https://instagram.com/boneinlayfurnitures1"", ""facebook"": ""https://facebook.com/Boneinlayfurnitures1"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@BoneInlayFurnitures""}",Furniture,"Buy Luxury Custom Made Bone Inlay Furniture and hand Carved Furniture with Free Doorstep Free Shipping. A wide range of Dresser, Night Stand, Buffet Table, Land & Sky Buffet, Media Console, Dresser, Work Desk, Coffee Table, Nightstand, Cabinet etc. available with desire pattern, color and Size for your beautiful home.",https://www.boneinlayfurnitures.com/cdn/shop/files/Boneinlay_Furnitures_Logo_Black_Transparent_1cd72963-b443-40aa-8298-b23f0c7d62a5.png?v=1691852688&width=500,Rajasthan,12,9
https://bongosaj.com,"{""emails"": [""support@bongosaj.com""], ""phones"": [""+918790754624"", ""+919883318885""]}","{""instagram"": ""https://instagram.com/bongosaj_clothing9"", ""facebook"": ""https://facebook.com/BongoSaj1"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,Do you want ⭐100% cotton branded t-shirt in India at affordable price then Bongosaj is perfect platform for you .Offer up to 60% OFF⭐ Order Now,https://bongosaj.com/cdn/shop/files/For_social_media_577192ea-4413-4e0b-87b7-7d4ac2e4e18b.jpg?v=1684490394&width=500,West Bengal,12,17
https://bongtrendz.in,"{""emails"": [""contact@bongtrendz.in"", ""info@bongtrendz.in"", ""support@bongtrendz.in""], ""phones"": [""+918910014911""]}","{""instagram"": ""https://instagram.com/trendingbongs"", ""facebook"": ""https://facebook.com/bongtrendzs"", ""twitter"": ""https://x.com/bongtrendz"", ""linkedin"": null, ""youtube"": ""https://youtube.com/@bongtrends""}",Women's Apparel,"Elevate your ethnic style! Buy saree online in Kolkata at Bong Trendz. Explore a treasure trove of Suti, Banarasi, Jamdani Saree, and Handloom wonders. Shop now",https://bongtrendz.in/cdn/shop/files/BongTrendzTM_logo1.png,West Bengal,12,18
https://bonheurhome.co.in,"{""emails"": [""sales@bonheuronline.in""], ""phones"": [""+912226600148"", ""+912226600149""]}","{""instagram"": ""https://instagram.com/bonheurhome"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Kids & Baby,"Our policy lasts 15 days. If 15 days have gone by since your purchase, unfortunately, we can’t offer you a refund or exchange. To be eligible for a return, your item must be unused and in the same condition that you received it. It must also be in the original packaging and with tags. To complete your return, we requi",https://www.bonheurhome.co.in/cdn/shop/files/Bonheur-Deesan-Group-Logo_png.webp?v=1710747203&width=423,Maharashtra,12,12
https://bonjourretail.com,"{""emails"": [""brcc@bonjourgroup.net"", ""digital1.bonjour@gmail.com""], ""phones"": [""+919711611690""]}","{""instagram"": ""https://instagram.com/bonjour_socks"", ""facebook"": ""https://facebook.com/bonjourgroup"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/c/BonjourSocksIndia""}",Sports & Fitness,"Shop 1500+ styles of premium socks for men, women & kids. Trusted since 1988 with 100M+ happy customers. Free shipping available. Explore BONJOUR.",https://cdn.shopify.com/s/files/1/0159/2272/4918/files/1788605435364-artboard-4.jpg?v=1788605437,Uttar Pradesh,12,5
https://books.upscsupersimplified.com,"{""emails"": [""founder@upscsupersimplified.com""], ""phones"": [""+917827779142"", ""+919178277791"", ""+919579743358""]}","{""instagram"": ""https://instagram.com/upscsupersimplified"", ""facebook"": ""https://facebook.com/upscsupersimplified"", ""twitter"": ""https://x.com/gjsontake"", ""linkedin"": null, ""youtube"": ""https://youtube.com/@upscsupersimplified""}",Other,"Boost your UPSC Mains prep with smart notes, mnemonic-rich books & expert-tested strategies. Trusted by toppers. Start your journey with SuperSimplified today!",https://nbg1.your-objectstorage.com/seolab/jsonld-images/RnpJtflwLabtNROEJA8ODLUKMMKlWAK5to1ezWI2.png,Maharashtra,12,14
https://boroplushealthyskin.com,"{""emails"": [""customercare@emamigroup.com"", ""support@boroplushealthyskin.com""], ""phones"": [""+913345084219"", ""+913366136264""]}","{""instagram"": ""https://instagram.com/boroplusindia"", ""facebook"": ""https://facebook.com/BoroplusHealthySkin"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Buy beauty care & personal care products from BoroPlus, an online shopping store. Explore our range of soaps, creams, lotions, aloe vera gel & hand wash.",https://boroplushealthyskin.com/cdn/shop/files/logo_b87ced53-1a6c-49b1-8b96-406037778012.jpg?v=1762262120&width=60,West Bengal,12,8
https://bottegapereira.com,"{""emails"": [""wecare@bottegapereira.com""], ""phones"": [""+919884026121""]}","{""instagram"": ""https://instagram.com/bottegapereira"", ""facebook"": ""https://facebook.com/pages/category/Home-decor/Bottega-Pereira-159779531299700"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Home Decor,"Bottega Pereira is here to fuel your passion for beautiful home linen. With high quality of yarn dyed and printed textiles we will make you love, staying at home again.",https://bottegapereira.com/cdn/shop/files/logo_bottega_1.png?v=1657303737&width=406,Tamil Nadu,12,14
https://bowzar.com,"{""emails"": [""support@bowzar.com"", ""websupport@vcf.com""], ""phones"": [""+919429690010""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Furniture,"Bowzar Furniture Shop Best Home and Office Furniture Shop Supplier, Manufacturer of Bed Sofa Almirah Table Wardrobe Steel Furniture Office Chair Alna etc. We are selling in wholesale quantity only outside Guwahati",https://www.bowzar.com/cdn/shop/files/cb4f5eb6-696a-4ef0-bcab-5e5874f92224-removebg-preview.png?v=1753428351&width=500,Assam,12,11
https://bprmart.in,"{""emails"": [""abrahampallavii@gmail.com""], ""phones"": [""+917034667726""]}","{""instagram"": null, ""facebook"": ""https://facebook.com/_itx_pxllxvi_"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Health & Wellness,1200 ml Stainless Steel Insulated Tumbler,,Kerala,12,13
https://brassaura.com,"{""emails"": [""brassauraa1272@gmail.com"", ""dharmastatue@gmail.com""], ""phones"": [""+919645769716"", ""+919654769716"", ""+919810173763""]}","{""instagram"": ""https://instagram.com/brassaura"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Home Decor,Discover Excuisite Handcrafted Brass Products And Artifacts At Brassaura. Reviving Traditional Art While Supporting Artisian Communities,https://brassaura.com/cdn/shop/files/logo-icon.png?v=1764065815&width=500,Delhi,12,14
https://budsoftaste.com,"{""emails"": [""budsoftaste2025@gmail.com"", ""support@budsoftaste.com""], ""phones"": [""+919361424263""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Welcome to Buds of Taste, where natural flavor meets everyday convenience.We’re passionate about bringing you pure, preservative-free vegetable powders made from fresh farm produce, so you can cook healthy, delicious meals effortlessly. Our Story The idea behind Buds of Taste was born from a simple thought —“Why should",https://budsoftaste.com/cdn/shop/files/WhatsApp_Image_2025-10-18_at_12.38.46_9c47f889-removebg-preview.png?v=1761166682&width=500,Tamil Nadu,12,14
https://bumblebees.shop,"{""emails"": [""support@bumblebees.shop""], ""phones"": [""+919514200666""]}","{""instagram"": ""https://instagram.com/shop.bumblebees"", ""facebook"": ""https://facebook.com/shop.bumblebees"", ""twitter"": ""https://x.com/bumblebees_shop"", ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCMsr9MOr185PKjT8UQGepfw""}",Kids & Baby,"Explore Bumblebees’ thoughtfully crafted baby & kids wear designed with softness, elegance, and timeless charm for your little ones.",https://bumblebees.shop/cdn/shop/files/3_vtn_165ba236-d0d6-4f37-be40-32fdf91e597e.png?v=1679408752&width=500,Tamil Nadu,12,17
https://bunkojunko.com,"{""emails"": [""bunkojunkoadm@gmail.com"", ""bunkojunkoweb@gmail.com""], ""phones"": [""+919820383120""]}","{""instagram"": ""https://instagram.com/bunkojunko"", ""facebook"": ""https://facebook.com/bunkojunkostudio"", ""twitter"": ""https://x.com/bunkojunko1"", ""linkedin"": ""https://linkedin.com/company/bunkojunko"", ""youtube"": ""https://youtube.com/channel/UCi5vlE3Hjor4cQNCAccBN8Q""}",Accessories,"Shop unique upcycled fashion, eco gifts, and sustainable event solutions. Discover handcrafted, planet-friendly products that tell a story.",https://cdn.shopify.com/s/files/1/0559/7724/6784/files/Bunko_Junko-brand-logo.png?v=1690994304,Maharashtra,12,15
https://buraqpets.com,"{""emails"": [""buraqpets@gmail.com"", ""ccburaqpets@gmail.com""], ""phones"": [""+917777000692""]}","{""instagram"": ""https://instagram.com/buraqpets"", ""facebook"": ""https://facebook.com/BuraQpets"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCTHw4u6cLK3W8rO5ICHhU_g/videos""}",Food & Beverage,"Premium India-made pet products for dogs, cats, birds & fish. Shop carriers, cages, harnesses, filters & more. Trusted by 8,00000+ pet parents",https://www.buraqpets.com/cdn/shop/files/Untitled_design_8.png?v=1759492199&width=500,Maharashtra,12,14
https://buypurenaturals.com,"{""emails"": [""experts@bypurenaturals.com"", ""sales@bypurenaturals.com"", ""social@bypurenaturals.com"", ""users@bypurenaturals.com""], ""phones"": [""+911294171118"", ""+919266016262"", ""+919459453838"", ""+919459458282""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Beauty & Skincare,"Natural hair colour made with an Ayurveda, Dermatology and French collaboration. Professional hair color and hair care products with salon-quality results. See for yourself how byPureNaturals is transforming the at home hair color experience. Beauty, skin care and Organic herbs for DIY skin care.",https://www.buypurenaturals.com/cdn/shop/files/Buy_Pure_Natural_Logo.jpg?v=1710941573&width=3225,Delhi,12,13
https://cakezygifting.com,"{""emails"": [""cakezygifting@gmail.com""], ""phones"": [""+919744047830""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Other,"Talk to us The fastest way to reach us is WhatsApp — we answer there every day. 💬 WhatsApp +91 97440 47830 Where we are Cakezy Thamarachalil House, Chelad P.O., Elavumparambu Kothamangalam, Kerala 686691 India Ordering from abroad? Many of our customers live overseas and send cakes home to family in Kerala. Order here",https://cakezygifting.com/cdn/shop/t/3/assets/cakezy-logo-white.png?v=167690516327512782441785344571,Kerala,12,13
https://caldochocolate.com,"{""emails"": [""contact@caldochocolate.com""], ""phones"": [""+919004964398""]}","{""instagram"": ""https://instagram.com/caldochocolate"", ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,"Caldo Chocolate creates micro-luxury bean-to-bar ritual chocolate from ethically sourced cacao—crafted for mindful moments, rich flavor, and everyday indulgence.",https://caldochocolate.com/cdn/shop/files/Black_Vector_Logo_8d0fd12b-cda1-4458-985e-1a979ec2d516.png?v=1781793218&width=500,Maharashtra,12,17
https://carlo-romano.com,"{""emails"": [""customersupport@carlo-romano.com""], ""phones"": [""+919520856699""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Footwear,"Founded in 1930, Carlo Romano Shoes are designed in Italy and proudly made in India. All our products are produced with Italian machines and technology and on extra comfortable Italian lasts that are sold internationally in USA & Europe too.",https://www.carlo-romano.com/cdn/shop/files/Carlo_Romano_Logo_Black.png?v=1743594824&width=400,,12,6
https://carousel.co.in,"{""emails"": [""carousel.india@gmail.com""], ""phones"": []}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Home Decor,Carousel makes heartfelt home decor and stationery to inspire you to create a life you love. Visit our online shop carousel to explore more.,https://carousel.co.in/cdn/shop/files/Untitled_design_1_c6411fe8-4271-456a-9fd7-b9872523dbd9.png?v=1787914802&width=500,,12,4
https://carpetlive.com,"{""emails"": [""info@carpetlive.com"", ""service@carpetlive.com""], ""phones"": [""+919839770702""]}","{""instagram"": ""https://instagram.com/carpetlivee"", ""facebook"": ""https://facebook.com/CarpetLivee"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Home Decor,"Shop premium rugs and carpets online in India. Explore our wide range of jute carpets, wool rugs, and designer floor coverings that add elegance and comfort to your home. Fast delivery & best prices guaranteed.",https://www.carpetlive.com/cdn/shop/files/Logo-01-3.png?v=1777703602&width=3723,Uttar Pradesh,12,8
https://casagold.in,"{""emails"": [""contactus@casagold.in"", ""sales@casagold.in""], ""phones"": [""+917778881342"", ""+918130293644"", ""+919239800800""]}","{""instagram"": ""https://instagram.com/casagoldofficial"", ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://linkedin.com/company/casagold"", ""youtube"": ""https://youtube.com/@casagold8987""}",Furniture,"Elevate Your Home with Exquisite Furniture and Décor. Discover bone inlay, mother-of-pearl coffee tables, mirrors, and more!",https://casagold.in/cdn/shop/files/CG_LOGO_f2dad365-00fa-40ee-8838-e739966a9ee8.png?v=1687684396&width=771,Haryana,12,15
https://cattyindia.com,"{""emails"": [], ""phones"": []}","{""instagram"": ""https://instagram.com/catty.in"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@catty_india""}",Accessories,Catty.in is a new age fashion brand . With trending styles for everyone.,https://cattyindia.com/cdn/shop/files/photo-output_1f417d8d-4e5f-4d80-b4c1-187de0a39187.jpg?v=1779561174&width=500,Rajasthan,12,12
https://cbdshopofindia.com,"{""emails"": [""cbdshopofindia@gmail.com"", ""info@cbdshopofindia.com""], ""phones"": [""+919445161115"", ""+919962205162""]}","{""instagram"": ""https://instagram.com/cbd_shop_of_india"", ""facebook"": ""https://facebook.com/cbdshopadmin"", ""twitter"": ""https://x.com/Cbd_shop_india"", ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Shop premium CBD oils, capsules, gummies, pain relief and wellness products in India. Lab-tested, compliant sourcing, verified brands, fast delivery.",https://cbdshopofindia.com/cdn/shop/files/logo_new_vectorized.svg?v=1773884405&width=500,Tamil Nadu,12,14
https://chabsons.com,"{""emails"": [""support@chabsons.com""], ""phones"": [""+918046649000"", ""+919901069000"", ""+919945169000"", ""+919945769000""]}","{""instagram"": ""https://instagram.com/chhabriasons"", ""facebook"": ""https://facebook.com/chabriasons"", ""twitter"": ""https://x.com/chabsons"", ""linkedin"": null, ""youtube"": ""https://youtube.com/@chabsons""}",Furniture,"#71, Shirdi Sai Bhavan, Veerapillai Street, Kamaraj Road Cross, (Near Commercial St), Bangalore-560042",https://www.chabsons.com/cdn/shop/files/chhabria-logo-final-outlined_jpg.jpg?v=1778573819&width=3000,Karnataka,11,14
https://chandigarhfirst.org,"{""emails"": [""connect@chandigarhfirst.org""], ""phones"": [""+917087117926""]}","{""instagram"": ""https://instagram.com/chandigarh.first"", ""facebook"": null, ""twitter"": ""https://x.com/ChandigarhFirst"", ""linkedin"": null, ""youtube"": null}",Accessories,"Shop curated sustainable fashion, upcycled accessories, and handmade decor. Support Chandigarh’s local artisans and women-led social enterprises. Shipping India-wide.",https://cdn.shopify.com/s/files/1/0611/8208/3183/files/CF_logo.svg?v=1733241660,Chandigarh,12,12
https://chapaihandlooms.com,"{""emails"": [""chapaifabric@gmail.com"", ""chapaifabrics@gmail.com"", ""chapaihandlooms@gmail.com"", ""helloji@chapaihandlooms.com"", ""helloji@itokri.com""], ""phones"": []}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,Explore the amazing range of Indian handicrafts and handloom Block Printed Trendy Fashion Kurtis Cloths .,https://chapaihandlooms.com/cdn/shop/files/chapai_Siteicon.png?v=1682676699&width=500,Rajasthan,12,12
https://charkhee.com,"{""emails"": [""care@charkhee.com""], ""phones"": [""+918287952052"", ""+919870503767""]}","{""instagram"": ""https://instagram.com/charkheethelabel"", ""facebook"": ""https://facebook.com/charkheethelabel"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,"charkhee offers apparel and accessories handcrafted with care using natural fabrics, minimalist designs and comfortable silhouettes. Unique ethnic and casual kidswear, celebration wear for men, womenswear for festive and all occasions. Accessories for gifting and combining with your look!",https://charkhee.com/cdn/shop/files/20200126_CHARKHEE_FINALLOGO_SDAL.jpg?v=1651153589&width=5760,Haryana,12,15
https://chawellness.in,"{""emails"": [""info@chawellness.in""], ""phones"": [""+919003922617"", ""+919150430346""]}","{""instagram"": ""https://instagram.com/chawellness.in"", ""facebook"": ""https://facebook.com/people/CH%C4%80-Wellness/61576966605084"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Health & Wellness,"India’s most loved matcha brand, ethically sourced from Japan. Buy pure matcha powder tea from CHÃ Wellness. Discover Triple AAA grade quality.",https://www.chawellness.in/cdn/shop/files/cha_big_white.webp?v=1766777080&width=500,Tamil Nadu,12,9
https://checkout.fomobakery.com,"{""emails"": [""support@fomobakery.com""], ""phones"": []}","{""instagram"": ""https://instagram.com/fomobakeryblr"", ""facebook"": ""https://facebook.com/fomobakeryblr"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,"Fresh Italian bomboloni and small-batch cookies, baked in Bangalore with no preservatives. Order online from Rs.120, delivered across the city.",https://checkout.fomobakery.com/cdn/shop/files/FOMO_Bakery_logo_b_2026.png?v=1782809565&width=500,Karnataka,12,6
https://chef-connect.in,"{""emails"": [""admin@chef-connect.in"", ""bhawana@chef-connect.in""], ""phones"": [""+919901700448""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,Delicious vada pav. Enjoyed every bite of it and so did my guests.,http://chef-connect.in/cdn/shop/files/Chef_connect_Logo.png?v=1779173184,Karnataka,12,13
https://chikankaar.com,"{""emails"": [""chikankaarsupport@gmail.com""], ""phones"": [""+918062178404"", ""+919335533405""]}","{""instagram"": ""https://instagram.com/chikankaar.com_"", ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,"Shop premium handcrafted Chikankari kurtis at Chikankaar. Inspired by Lucknowi tradition, made with love. COD & pan-India delivery available.",https://chikankaar.com/cdn/shop/files/Chikankaar_final_logo_original_CREAM_profile_square.jpg?v=1790148507&width=500,Uttar Pradesh,12,17
https://chininamak.com,"{""emails"": [""labelchininamak@gmail.com""], ""phones"": [""+918961712101""]}","{""instagram"": ""https://instagram.com/chininamak"", ""facebook"": ""https://facebook.com/chininamak"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,"At Chini Namak, we make our clothes in small batches at our in-house manufacturing unit. This means some pieces are ready to ship, while others are made fresh once you place your order. We believe in making thoughtfully rather than overproducing, and we appreciate your patience when your piece needs a little extra time",https://chininamak.com/cdn/shop/files/logo-vertical.png?v=1740053941&width=500,West Bengal,12,11
https://chinmayaupahar.in,"{""emails"": [""contact@chinmayashish.com""], ""phones"": [""+917039014927"", ""+919322934162""]}","{""instagram"": ""https://instagram.com/chinmayaupahar"", ""facebook"": ""https://facebook.com/chinmayaupahar"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/c/ChinmayaUpahar""}",Stationery,bringing blessings with gifts,https://chinmayaupahar.in/cdn/shop/files/Chinmaya_Upahar_Logo_1200x.png?v=1753927308,Maharashtra,12,15
https://chit-chat-chai.myshopify.com,"{""emails"": [""admin@chitchatchai.in"", ""hey@chitchatchai.in""], ""phones"": [""+919177118800""]}","{""instagram"": ""https://instagram.com/chitchatchai.in"", ""facebook"": ""https://facebook.com/chitchatchai.in"", ""twitter"": ""https://x.com/chitchatchai_in"", ""linkedin"": null, ""youtube"": null}",Food & Beverage,"Buy the best tea in India from Chit Chat Chai’s artisanal blends. Curated to provide functional benefits, our tea leaf will invigorate your senses.",https://cdn.shopify.com/s/files/1/0596/6335/1987/files/logo_1_400x.png,Telangana,12,13
https://cielcasa.com,"{""emails"": [""cielcasa2024@gmail.com"", ""sales@cielcasa.com""], ""phones"": [""+919136720328""]}","{""instagram"": ""https://instagram.com/cielcasa_official"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Home Decor,"Luxury Home Décor, Sculptures & Wall Art | Ciel Casa",https://www.cielcasa.com/cdn/shop/files/Ciel_Casa_-_Logo_113dfd34-da2d-4e25-bd36-e9a0e9600cfe.png?v=1751386342&width=500,Madhya Pradesh,12,11
https://claviya.com,"{""emails"": [""help@claviya.com""], ""phones"": [""+918871494451""]}","{""instagram"": null, ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@claviya_official""}",Food & Beverage,"Shop home essentials, kitchen items, cleaning supplies & daily needs at Claviya.com. Quality products at affordable prices for every home.",https://claviya.com/cdn/shop/files/Your_paragraph_text.png?v=1776161921&width=500,Chhattisgarh,11,11
https://clickoncare.com,"{""emails"": [""contact@clickoncare.com"", ""grievanceofficer@clickoncare.com""], ""phones"": [""+917204342233""]}","{""instagram"": ""https://instagram.com/clickoncare"", ""facebook"": ""https://facebook.com/clickoncare"", ""twitter"": ""https://x.com/clickoncare"", ""linkedin"": null, ""youtube"": null}",Health & Wellness,"ClickOnCare based out of Bangalore, India provides doorstep delivery of Nutrition, Skin & Hair Care Products since 2013.",https://www.clickoncare.com/cdn/shop/files/coc_512.png?v=1683519914&width=500,Karnataka,11,14
https://clockworkrituals.com,"{""emails"": [""grievances@clockworkrituals.com"", ""hello@clockworkrituals.com"", ""rohan@clockworkrituals.com""], ""phones"": [""+918800884169""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,"Clockwork toothpaste with nanoXIM·CarePaste nano-hydroxyapatite. Made in India. Fluoride-free, SLS-free, nine ingredients. Peppermint and kids' flavours.",https://www.clockworkrituals.com/cdn/shop/files/Clockwork_logo.pdf_2047_x_1156_px_2.png?v=1760245103&width=500,Haryana,12,17
https://cobbitaly.com,"{""emails"": [""care@cobbitaly.com""], ""phones"": [""+911147870000"", ""+919717147476""]}","{""instagram"": ""https://instagram.com/cobbfashion"", ""facebook"": ""https://facebook.com/CobbFashion"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@cobbitaly3232""}",Men's Apparel,"""The Ultimate Men's Clothing Brand: Unmatched Discounts and Luxurious Fabrics.Shop Now to Upgrade Your Wardrobe with Exclusive Deals and Embrace the Finest in Men's Fashio.Don't Miss Out",https://cobbitaly.com/cdn/shop/files/COBB_LOGO_c9855142-3b9e-4fc0-a06f-4dc5604f0b28.png?v=1783661500&width=440,Delhi,11,12
